APPLICATION_NUMBER,TARGET,NAME_CONTRACT_TYPE
123482027,0,Cash
123538773,0,Cash
123722033,1,Cash
123492047,0,Cash
123599691,0,Cash
123702225,0,Cash
123448297,0,Cash
123641217,0,Credit Card
123500497,0,Credit Card
123579488,0,Cash
123700121,1,Cash
123689828,0,Credit Card
123586002,0,Cash
123443181,0,Cash
123701531,1,Cash
123702826,0,Cash
123729691,0,Cash
123508047,0,Credit Card
123599652,0,Cash
123572460,0,Cash
123515540,0,Cash
123674435,0,Cash
123613583,0,Cash
123537371,0,Cash
123470906,0,Cash
123672670,0,Cash
123644533,0,Cash
123708648,0,Cash
123639534,0,Cash
123475673,0,Cash
123473167,0,Cash
123547747,0,Cash
123462099,1,Credit Card
123441630,0,Cash
123579820,0,Cash
123656851,0,Cash
123436687,0,Cash
123453507,0,Cash
123478337,0,Cash
123637688,0,Cash
123614482,0,Cash
123691109,0,Cash
123686514,0,Cash
123708787,0,Cash
123714363,0,Cash
123619393,0,Cash
123545714,0,Cash
123628853,0,Cash
123629509,0,Cash
123550739,0,Cash
123542322,0,Cash
123526640,0,Cash
123458194,0,Cash
123493923,0,Cash
123443536,0,Cash
123590513,0,Cash
123451162,0,Cash
123543249,0,Cash
123605086,0,Cash
123544403,0,Cash
123616457,0,Cash
123680298,0,Cash
123433450,0,Cash
123477694,0,Cash
123499604,0,Cash
123676670,0,Cash
123573916,0,Cash
123446971,0,Cash
123712318,0,Cash
123711071,0,Cash
123583571,0,Cash
123616530,0,Credit Card
123706313,0,Cash
123689796,0,Cash
123575526,0,Credit Card
123524631,0,Credit Card
123645191,0,Cash
123643657,0,Cash
123598972,0,Cash
123520010,1,Cash
123682437,0,Cash
123574750,0,Cash
123702897,0,Cash
123477806,0,Cash
123503748,0,Cash
123571638,0,Cash
123552619,0,Cash
123531740,0,Cash
123570077,0,Cash
123597769,0,Cash
123663453,0,Cash
123566383,0,Cash
123651070,1,Cash
123495870,0,Cash
123658572,1,Credit Card
123695335,0,Cash
123670197,0,Cash
123634952,0,Cash
123594790,0,Cash
123534460,0,Cash
123623165,0,Cash
123662806,0,Cash
123524735,0,Cash
123550688,0,Cash
123652021,0,Cash
123680862,0,Cash
123668965,1,Credit Card
123576537,0,Cash
123608023,0,Cash
123504248,0,Cash
123478700,0,Cash
123645946,0,Cash
123503639,0,Cash
123505189,0,Cash
123556592,0,Cash
123651321,1,Cash
123461325,0,Cash
123490088,0,Cash
123590491,0,Cash
123710926,0,Cash
123531428,0,Cash
123547313,0,Cash
123574055,0,Cash
123525392,1,Cash
123490894,0,Cash
123444312,0,Cash
123580276,0,Cash
123680113,0,Cash
123676076,0,Cash
123676102,0,Cash
123661768,0,Cash
123560370,0,Cash
123531357,0,Cash
123525082,0,Cash
123694496,0,Cash
123707022,0,Cash
123486845,0,Cash
123667546,0,Cash
123699861,0,Cash
123433630,0,Cash
123716001,0,Cash
123492398,0,Cash
123620594,0,Cash
123679791,0,Cash
123618528,0,Cash
123657156,0,Cash
123434352,0,Cash
123572188,0,Cash
123533062,0,Cash
123665017,0,Cash
123442981,0,Cash
123704822,0,Cash
123605848,1,Cash
123551382,0,Cash
123574403,0,Cash
123601696,0,Credit Card
123547402,0,Credit Card
123692667,0,Cash
123568464,0,Cash
123684579,0,Cash
123519515,0,Cash
123664116,0,Cash
123609543,0,Cash
123579179,0,Cash
123592684,0,Cash
123443906,0,Cash
123435752,0,Cash
123575016,0,Cash
123536007,0,Cash
123635394,0,Cash
123683007,1,Cash
123513319,0,Cash
123485872,0,Cash
123504381,1,Cash
123537626,0,Credit Card
123479071,0,Cash
123657901,0,Credit Card
123485713,0,Cash
123533618,0,Cash
123615405,0,Cash
123599229,0,Cash
123666357,0,Cash
123664041,1,Cash
123503716,0,Cash
123551238,0,Cash
123493567,0,Cash
123626616,0,Cash
123529930,0,Cash
123685908,0,Cash
123468306,0,Cash
123517661,0,Cash
123668168,1,Cash
123449205,0,Cash
123483410,1,Cash
123575163,0,Cash
123474038,0,Cash
123485858,0,Cash
123569453,0,Cash
123593672,1,Cash
123628911,0,Cash
123476729,0,Cash
123646489,0,Cash
123505042,0,Cash
123616005,0,Cash
123562145,1,Credit Card
123656149,0,Credit Card
123501148,0,Cash
123684263,0,Credit Card
123686086,0,Cash
123449995,0,Credit Card
123590356,0,Cash
123485865,0,Cash
123474714,0,Cash
123556443,0,Cash
123704509,0,Cash
123482059,1,Cash
123614587,0,Cash
123701552,0,Cash
123497072,0,Cash
123651760,0,Cash
123673128,0,Cash
123648237,1,Cash
123468804,0,Cash
123557208,1,Cash
123665610,1,Cash
123523191,0,Cash
123631474,0,Cash
123516933,0,Credit Card
123523112,0,Credit Card
123536615,1,Cash
123468786,0,Cash
123546417,0,Credit Card
123679398,1,Cash
123571202,0,Cash
123635584,1,Cash
123507887,0,Cash
123695534,0,Cash
123588097,0,Cash
123517090,0,Cash
123727894,0,Cash
123461005,0,Cash
123522186,0,Cash
123496475,0,Cash
123561103,0,Cash
123433836,0,Cash
123648988,1,Cash
123526214,1,Cash
123487339,0,Cash
123528772,0,Cash
123707841,0,Cash
123675208,0,Cash
123605857,0,Cash
123602921,0,Cash
123520002,0,Cash
123585466,0,Cash
123594978,0,Credit Card
123595730,0,Cash
123701773,1,Cash
123568843,0,Cash
123546812,0,Cash
123726884,0,Cash
123528393,0,Cash
123615095,1,Cash
123574063,0,Cash
123633299,0,Cash
123441130,0,Cash
123680086,0,Credit Card
123593915,0,Cash
123713556,0,Cash
123423370,0,Credit Card
123590065,0,Cash
123484815,0,Cash
123500273,0,Cash
123683330,0,Cash
123588792,0,Cash
123727839,0,Cash
123467695,1,Cash
123537191,0,Cash
123544912,0,Cash
123618047,0,Cash
123665155,0,Cash
123717140,0,Cash
123595494,0,Cash
123729810,0,Cash
123695794,0,Cash
123529221,0,Credit Card
123652947,0,Cash
123485231,0,Cash
123492044,0,Cash
123607654,0,Cash
123546563,0,Cash
123719289,0,Cash
123671470,0,Cash
123505171,0,Cash
123547192,0,Cash
123429384,0,Cash
123563152,0,Cash
123488595,0,Cash
123671843,0,Cash
123550294,0,Credit Card
123636271,0,Cash
123641520,0,Cash
123667435,1,Cash
123558298,0,Cash
123528364,0,Cash
123464849,0,Cash
123463431,1,Cash
123666881,0,Cash
123585190,0,Cash
123426706,0,Cash
123523869,0,Cash
123631980,0,Cash
123595695,0,Cash
123665420,0,Cash
123535578,0,Cash
123559228,0,Cash
123452593,1,Cash
123676550,0,Cash
123532344,0,Cash
123569635,0,Cash
123723164,0,Cash
123488295,0,Cash
123633709,0,Cash
123582245,0,Cash
123535882,0,Cash
123665533,0,Cash
123560060,0,Cash
123556781,0,Cash
123485587,0,Cash
123611848,0,Cash
123701164,0,Credit Card
123651136,0,Cash
123477388,0,Cash
123524148,1,Cash
123572767,0,Cash
123713099,0,Credit Card
123561704,0,Cash
123481746,0,Credit Card
123532882,0,Cash
123653892,0,Cash
123543992,0,Cash
123512480,0,Cash
123700466,1,Cash
123696955,0,Cash
123682817,0,Cash
123497846,0,Cash
123456984,0,Cash
123451525,0,Cash
123682272,0,Cash
123508025,0,Cash
123657606,0,Cash
123522894,0,Cash
123442304,0,Cash
123689674,0,Credit Card
123630243,0,Cash
123649601,0,Cash
123697560,0,Cash
123491448,0,Cash
123723223,0,Cash
123537856,0,Cash
123432931,0,Cash
123485160,0,Cash
123424446,1,Cash
123697621,0,Cash
123720373,0,Cash
123535703,0,Cash
123504763,0,Cash
123453407,1,Cash
123697421,0,Credit Card
123582203,0,Cash
123660691,0,Cash
123640070,0,Credit Card
123712725,0,Cash
123463078,0,Cash
123657824,0,Cash
123439383,0,Cash
123497207,0,Cash
123532516,0,Cash
123572627,0,Cash
123599751,0,Credit Card
123724871,0,Cash
123656708,0,Cash
123509071,0,Cash
123576751,0,Cash
123701471,1,Cash
123581370,0,Credit Card
123488644,0,Cash
123729085,0,Cash
123450968,0,Cash
123635661,0,Cash
123425500,0,Cash
123558684,0,Credit Card
123441219,0,Cash
123424323,0,Cash
123645782,0,Cash
123666668,0,Credit Card
123516149,0,Cash
123702806,0,Credit Card
123572930,0,Cash
123645149,0,Cash
123594437,0,Cash
123517321,0,Cash
123626185,1,Cash
123530290,0,Cash
123486853,0,Cash
123616550,0,Cash
123647081,0,Credit Card
123436513,0,Cash
123696941,0,Cash
123575590,0,Cash
123591782,0,Credit Card
123635723,0,Cash
123463422,0,Cash
123720899,1,Cash
123620396,0,Credit Card
123491700,0,Cash
123453326,0,Cash
123547894,0,Credit Card
123522093,0,Cash
123627489,0,Cash
123490980,0,Cash
123679139,0,Cash
123435451,0,Cash
123730299,0,Cash
123431149,0,Cash
123730070,0,Cash
123558722,0,Credit Card
123627123,0,Cash
123471855,0,Cash
123426090,0,Cash
123526658,0,Cash
123519457,0,Cash
123561553,0,Cash
123494361,0,Cash
123631663,0,Cash
123621875,1,Cash
123645797,0,Cash
123475907,0,Cash
123666654,0,Cash
123431236,0,Cash
123459397,0,Cash
123597447,0,Credit Card
123679331,0,Credit Card
123543288,0,Credit Card
123577570,0,Cash
123571785,0,Cash
123615398,0,Cash
123652730,0,Cash
123708202,0,Cash
123480507,0,Cash
123489852,1,Cash
123487510,0,Cash
123480179,0,Cash
123484763,0,Cash
123631035,0,Cash
123544360,0,Cash
123568651,0,Cash
123449679,0,Cash
123460313,0,Cash
123511859,0,Cash
123550251,0,Cash
123647787,0,Cash
123536487,0,Cash
123702358,1,Cash
123666538,0,Cash
123689260,0,Cash
123653946,1,Cash
123544702,0,Cash
123693669,0,Cash
123477377,0,Cash
123427553,0,Cash
123722367,0,Cash
123469423,0,Cash
123533667,0,Cash
123643977,0,Cash
123705560,0,Cash
123453940,0,Credit Card
123551555,0,Cash
123460234,0,Cash
123656200,0,Cash
123551884,0,Cash
123510815,0,Cash
123606978,0,Cash
123552036,0,Cash
123494367,0,Cash
123565321,0,Cash
123614795,0,Cash
123588599,0,Cash
123518641,0,Cash
123613085,0,Credit Card
123448990,0,Cash
123472054,0,Cash
123429672,0,Cash
123724933,0,Cash
123565221,0,Cash
123554673,0,Cash
123615979,0,Cash
123572737,0,Cash
123480997,0,Cash
123565882,0,Cash
123497684,1,Cash
123561008,0,Cash
123555154,0,Cash
123454407,0,Cash
123445662,0,Cash
123561473,0,Cash
123523362,0,Cash
123656773,0,Cash
123521346,0,Cash
123505710,1,Cash
123625084,0,Cash
123629733,0,Cash
123717451,0,Cash
123491908,1,Cash
123629597,0,Cash
123426891,0,Cash
123636416,0,Cash
123442016,0,Cash
123703182,0,Cash
123651073,0,Cash
123483187,0,Cash
123498254,0,Cash
123674617,0,Credit Card
123716811,0,Cash
123573955,0,Cash
123710239,0,Cash
123471729,0,Cash
123604473,0,Cash
123506231,0,Cash
123578035,0,Cash
123438637,0,Cash
123641079,0,Cash
123480568,0,Cash
123640245,0,Cash
123622931,0,Cash
123588879,0,Cash
123523621,0,Cash
123426672,0,Cash
123713658,0,Cash
123485837,0,Cash
123451929,0,Cash
123563778,0,Cash
123722938,1,Cash
123571240,0,Cash
123713037,0,Cash
123482585,1,Cash
123663889,1,Cash
123656339,0,Cash
123595524,0,Cash
123503060,0,Credit Card
123662880,0,Cash
123574479,0,Cash
123596439,0,Cash
123644892,0,Cash
123536755,0,Cash
123493868,0,Credit Card
123677676,0,Cash
123495359,0,Cash
123493951,0,Cash
123584723,0,Cash
123690677,0,Cash
123643888,0,Cash
123573411,0,Cash
123693287,0,Cash
123702851,0,Cash
123657732,0,Cash
123680985,0,Cash
123691067,0,Cash
123435281,0,Cash
123426595,0,Cash
123442685,0,Cash
123479726,0,Cash
123443197,0,Cash
123465290,0,Cash
123667273,0,Cash
123653249,0,Cash
123624058,0,Cash
123648233,0,Cash
123595066,0,Cash
123659012,0,Cash
123581153,0,Cash
123442417,0,Cash
123507041,0,Cash
123644154,0,Cash
123706057,1,Cash
123648854,0,Cash
123475276,0,Cash
123540691,0,Cash
123581504,1,Cash
123458192,1,Cash
123623209,0,Cash
123656294,0,Cash
123654844,0,Cash
123528198,0,Cash
123468445,0,Cash
123611431,0,Cash
123640857,0,Cash
123553610,0,Cash
123699146,0,Cash
123617513,0,Cash
123730091,0,Cash
123547963,0,Cash
123586756,0,Cash
123460212,0,Credit Card
123672346,0,Cash
123650222,0,Cash
123673894,0,Cash
123500249,0,Cash
123597344,0,Cash
123533500,0,Cash
123721667,0,Credit Card
123648384,0,Cash
123717827,0,Cash
123728657,1,Cash
123698354,0,Cash
123501913,0,Cash
123644132,0,Cash
123516275,0,Cash
123503376,1,Cash
123550717,0,Cash
123506362,1,Cash
123519013,1,Cash
123462579,0,Cash
123557295,0,Cash
123451382,0,Cash
123556037,0,Cash
123624752,1,Cash
123459438,0,Cash
123539600,0,Cash
123533376,0,Credit Card
123613638,0,Cash
123458548,1,Cash
123714038,1,Cash
123656994,0,Cash
123480672,0,Cash
123427599,0,Cash
123535841,0,Cash
123504701,0,Cash
123540070,0,Cash
123559033,0,Cash
123592995,0,Cash
123686290,0,Cash
123533162,0,Cash
123662828,0,Cash
123431712,0,Cash
123444267,0,Cash
123669000,0,Cash
123517459,0,Cash
123647574,0,Cash
123552041,0,Cash
123473346,0,Cash
123554834,0,Cash
123729916,0,Cash
123688036,1,Cash
123520232,0,Cash
123598608,0,Cash
123611911,0,Cash
123726644,0,Cash
123625301,0,Cash
123449063,0,Credit Card
123425316,0,Cash
123439632,0,Cash
123692524,0,Cash
123648816,0,Credit Card
123443711,0,Cash
123588497,0,Cash
123680482,1,Cash
123649401,0,Cash
123547020,0,Cash
123527573,0,Cash
123693468,0,Cash
123726966,0,Cash
123631832,0,Cash
123716134,0,Cash
123624184,0,Cash
123475799,0,Credit Card
123521124,0,Cash
123616080,0,Cash
123527713,1,Cash
123434724,0,Cash
123558252,0,Cash
123445915,0,Credit Card
123667021,0,Cash
123522697,0,Cash
123443446,0,Cash
123445114,0,Cash
123453466,0,Cash
123450684,0,Cash
123449444,0,Cash
123459497,0,Cash
123494807,0,Cash
123669429,0,Cash
123647777,0,Cash
123585903,0,Cash
123640484,0,Cash
123485196,0,Cash
123662404,0,Cash
123683309,0,Cash
123623868,1,Cash
123565612,0,Cash
123640219,0,Cash
123680539,0,Cash
123508133,1,Cash
123483863,0,Cash
123552597,0,Cash
123664114,0,Cash
123534284,0,Cash
123580674,0,Cash
123500727,0,Cash
123490106,0,Cash
123631727,0,Cash
123614129,0,Cash
123694552,0,Cash
123489291,0,Cash
123643822,0,Cash
123563092,1,Cash
123698306,0,Cash
123698019,0,Cash
123698819,0,Cash
123520396,1,Cash
123727364,0,Cash
123465502,0,Cash
123582404,0,Cash
123463534,1,Cash
123602774,0,Cash
123492928,0,Cash
123684189,0,Cash
123556256,0,Cash
123640788,0,Cash
123672344,0,Cash
123624264,0,Cash
123582982,0,Cash
123641732,0,Cash
123460134,0,Cash
123447723,0,Cash
123701414,0,Cash
123504341,0,Cash
123716232,0,Cash
123468026,0,Cash
123468434,0,Cash
123507760,0,Credit Card
123551162,1,Cash
123626927,0,Cash
123465841,0,Cash
123466544,0,Cash
123473887,1,Cash
123658895,0,Cash
123583320,0,Cash
123509395,0,Cash
123589672,1,Cash
123544714,0,Cash
123571696,0,Cash
123458180,0,Cash
123521770,0,Cash
123661802,0,Cash
123485827,0,Cash
123682418,0,Cash
123603240,0,Cash
123435987,0,Cash
123497058,0,Cash
123606055,0,Cash
123706108,0,Cash
123469657,1,Cash
123547835,0,Cash
123653402,0,Cash
123539900,0,Credit Card
123453566,0,Cash
123601376,0,Cash
123575091,0,Cash
123495868,0,Cash
123711341,0,Cash
123551828,0,Cash
123488204,0,Cash
123452021,0,Cash
123492482,0,Cash
123609818,0,Cash
123536277,1,Cash
123633176,1,Cash
123687663,0,Credit Card
123598156,0,Cash
123703180,0,Cash
123510565,0,Cash
123681411,0,Cash
123590887,0,Cash
123435512,0,Cash
123671886,0,Credit Card
123619671,0,Cash
123680010,0,Cash
123472588,0,Cash
123540528,0,Cash
123724539,0,Cash
123631037,0,Cash
123690705,0,Cash
123587253,0,Cash
123466656,1,Cash
123609561,0,Cash
123588384,0,Cash
123643374,0,Cash
123461201,0,Cash
123597430,0,Cash
123471480,0,Credit Card
123478688,0,Cash
123716174,0,Cash
123540001,0,Cash
123498016,0,Cash
123540818,0,Cash
123666835,0,Cash
123692011,0,Cash
123466284,0,Cash
123518353,0,Credit Card
123526723,0,Cash
123541676,0,Cash
123624649,1,Cash
123452961,0,Cash
123483128,0,Cash
123690935,0,Cash
123454168,0,Cash
123661267,0,Cash
123593389,0,Cash
123600543,0,Cash
123644040,0,Cash
123623852,0,Cash
123714282,0,Cash
123484313,0,Cash
123668677,0,Cash
123664773,0,Cash
123569435,0,Credit Card
123586884,0,Cash
123635572,0,Cash
123468626,0,Cash
123708825,0,Cash
123706867,0,Cash
123704927,0,Cash
123460875,0,Cash
123590941,1,Cash
123556684,0,Cash
123536086,1,Cash
123671401,0,Cash
123712476,0,Cash
123621598,0,Credit Card
123640959,0,Credit Card
123500751,0,Cash
123546004,0,Credit Card
123654184,0,Cash
123453833,1,Cash
123457740,0,Cash
123571135,0,Cash
123582263,0,Cash
123470059,0,Cash
123561933,1,Cash
123459016,0,Cash
123480357,0,Cash
123663458,0,Cash
123635275,0,Cash
123620154,0,Cash
123665425,0,Cash
123443009,0,Cash
123565530,1,Cash
123643514,0,Cash
123477859,0,Cash
123485030,0,Credit Card
123446259,0,Cash
123627716,0,Cash
123552098,0,Cash
123539432,0,Cash
123570866,0,Cash
123659105,0,Cash
123580722,0,Cash
123490848,0,Cash
123447080,0,Cash
123543366,1,Cash
123461792,0,Cash
123652710,0,Cash
123621457,0,Cash
123668748,0,Cash
123659347,0,Cash
123715906,0,Cash
123466585,0,Credit Card
123719554,0,Cash
123655986,0,Cash
123623539,0,Cash
123533224,0,Cash
123447294,0,Cash
123435891,0,Credit Card
123546056,0,Cash
123426807,0,Cash
123436571,0,Cash
123712607,0,Cash
123639977,0,Cash
123442837,0,Cash
123615814,0,Cash
123551710,0,Cash
123672605,0,Cash
123611150,0,Cash
123673491,0,Cash
123626390,0,Cash
123500638,0,Cash
123535948,0,Cash
123714945,0,Cash
123437992,0,Cash
123440169,0,Cash
123594892,0,Cash
123622914,0,Cash
123480148,0,Cash
123608515,0,Cash
123471441,0,Cash
123557636,0,Cash
123642022,0,Cash
123566263,0,Cash
123579218,0,Cash
123468344,0,Cash
123465482,0,Cash
123426363,0,Credit Card
123622567,1,Cash
123469705,0,Cash
123646115,0,Cash
123454677,1,Cash
123695859,0,Cash
123598319,0,Cash
123567636,0,Cash
123694980,0,Cash
123644295,0,Cash
123606791,0,Cash
123562083,0,Cash
123619420,1,Cash
123469338,0,Cash
123525557,1,Cash
123629918,0,Cash
123449338,0,Credit Card
123501269,0,Cash
123499579,0,Cash
123539189,0,Cash
123621925,0,Cash
123617977,1,Cash
123682006,0,Cash
123688510,0,Credit Card
123590998,1,Credit Card
123604991,0,Cash
123634213,0,Cash
123499798,0,Cash
123469975,0,Cash
123672566,0,Cash
123456686,0,Cash
123437189,0,Cash
123608781,0,Cash
123676511,0,Cash
123500274,0,Cash
123531768,0,Credit Card
123603808,0,Cash
123694400,0,Cash
123711326,0,Cash
123611627,0,Cash
123686557,0,Cash
123483833,0,Cash
123546667,1,Cash
123697342,0,Cash
123493474,1,Cash
123441177,0,Cash
123649464,0,Cash
123642141,0,Cash
123656410,0,Cash
123608496,0,Cash
123623589,1,Cash
123552122,0,Cash
123516755,0,Cash
123640476,0,Cash
123442117,1,Cash
123555693,0,Cash
123707445,0,Cash
123491413,0,Cash
123538246,0,Cash
123469081,0,Cash
123613378,0,Cash
123512077,0,Cash
123631128,0,Cash
123696540,0,Cash
123601116,0,Credit Card
123639645,0,Cash
123631555,0,Cash
123617466,0,Cash
123453640,0,Cash
123507744,0,Cash
123669227,0,Credit Card
123722487,0,Cash
123562624,0,Cash
123696118,0,Cash
123611074,0,Cash
123636021,0,Cash
123628813,0,Cash
123614457,0,Cash
123681779,0,Cash
123625632,0,Cash
123498537,0,Credit Card
123727448,0,Cash
123490361,0,Cash
123624627,0,Cash
123684013,0,Cash
123670330,0,Credit Card
123701444,0,Cash
123615309,0,Cash
123596207,0,Cash
123464101,1,Cash
123655647,0,Cash
123688638,0,Cash
123712183,0,Cash
123630240,0,Cash
123450304,0,Cash
123490702,0,Cash
123546432,0,Cash
123636808,0,Cash
123661843,0,Cash
123488740,0,Cash
123617319,0,Cash
123662498,0,Cash
123727156,0,Cash
123606939,0,Cash
123530188,0,Cash
123429732,0,Cash
123496913,0,Cash
123721963,0,Cash
123447657,0,Cash
123707124,0,Cash
123697465,0,Cash
123664923,0,Credit Card
123638615,0,Cash
123645268,0,Cash
123680970,0,Cash
123501886,0,Cash
123535377,1,Cash
123477907,0,Cash
123687285,1,Cash
123462997,0,Cash
123485164,0,Cash
123486735,0,Cash
123492393,0,Cash
123467167,0,Cash
123498158,0,Cash
123463031,0,Cash
123575166,0,Cash
123616665,0,Cash
123499062,0,Cash
123548835,0,Cash
123688503,0,Cash
123453210,0,Credit Card
123481346,0,Cash
123475796,0,Cash
123683747,0,Cash
123437951,0,Cash
123619558,0,Cash
123522515,0,Cash
123437155,0,Cash
123641586,0,Cash
123610631,0,Cash
123612512,0,Cash
123626373,0,Cash
123653415,0,Cash
123640377,0,Cash
123501437,0,Cash
123537637,0,Credit Card
123688840,0,Cash
123470052,0,Credit Card
123580882,0,Cash
123561819,0,Cash
123596832,0,Cash
123532035,0,Credit Card
123647821,0,Cash
123693255,0,Cash
123694097,0,Cash
123432656,0,Cash
123496408,0,Cash
123607950,0,Cash
123538055,0,Cash
123616514,0,Cash
123593431,0,Cash
123696095,1,Cash
123504990,0,Cash
123602061,0,Cash
123686837,0,Credit Card
123573388,1,Cash
123589212,0,Cash
123432152,0,Cash
123581729,0,Cash
123710913,1,Cash
123522489,0,Credit Card
123475555,0,Cash
123594505,1,Cash
123497111,0,Cash
123508576,0,Cash
123603871,0,Cash
123665043,0,Cash
123459619,0,Cash
123461895,0,Cash
123711132,0,Credit Card
123676925,0,Cash
123713207,0,Cash
123559324,0,Cash
123599092,0,Cash
123648399,0,Cash
123522830,0,Cash
123475185,1,Cash
123702249,0,Cash
123629801,0,Cash
123590075,1,Cash
123465111,1,Cash
123658468,0,Cash
123586544,0,Cash
123580242,0,Cash
123671664,0,Cash
123599260,0,Cash
123667126,0,Cash
123573584,0,Cash
123599425,0,Cash
123528391,0,Cash
123721839,0,Cash
123707870,0,Cash
123638946,0,Cash
123662891,0,Cash
123709146,0,Cash
123542775,0,Cash
123466661,0,Cash
123475312,0,Cash
123521989,0,Credit Card
123650097,0,Cash
123487595,0,Cash
123473654,1,Cash
123614729,0,Cash
123496607,0,Cash
123609192,0,Cash
123449508,0,Cash
123436271,0,Cash
123545324,0,Cash
123481814,0,Cash
123676563,0,Cash
123628693,0,Cash
123436706,0,Credit Card
123701018,0,Cash
123507426,0,Cash
123459378,1,Cash
123502788,1,Cash
123549264,0,Credit Card
123636711,0,Cash
123623343,0,Cash
123472545,0,Cash
123483228,0,Cash
123690118,0,Cash
123536897,0,Cash
123506948,0,Cash
123659824,0,Cash
123542354,0,Cash
123524460,0,Cash
123528098,0,Credit Card
123451235,0,Cash
123659333,0,Cash
123481991,1,Cash
123676881,0,Cash
123477712,1,Cash
123644436,0,Cash
123553418,0,Cash
123601429,0,Cash
123508471,0,Cash
123667577,0,Credit Card
123531580,0,Cash
123600574,1,Cash
123426486,0,Cash
123665297,0,Cash
123610143,0,Cash
123650447,0,Credit Card
123566864,0,Cash
123511484,0,Cash
123453705,0,Cash
123586158,0,Cash
123467228,0,Cash
123620829,0,Cash
123541551,0,Cash
123434340,0,Credit Card
123528759,0,Cash
123610012,0,Cash
123648188,0,Cash
123486269,0,Credit Card
123684307,1,Cash
123451085,0,Cash
123627924,0,Cash
123702885,0,Cash
123425835,1,Cash
123444063,0,Cash
123530570,0,Cash
123603542,0,Cash
123602545,0,Cash
123655365,0,Cash
123558960,0,Cash
123724660,0,Cash
123589566,0,Cash
123488695,0,Cash
123508950,0,Cash
123542495,0,Cash
123498533,0,Cash
123508162,0,Cash
123643693,0,Cash
123544731,0,Cash
123642531,0,Cash
123476443,1,Cash
123648002,0,Cash
123673572,0,Cash
123603207,0,Cash
123597435,0,Cash
123643482,0,Cash
123685543,0,Cash
123665465,0,Cash
123589325,0,Cash
123585070,0,Cash
123549785,0,Cash
123494075,0,Cash
123438812,0,Cash
123554671,0,Cash
123430726,0,Cash
123580189,0,Credit Card
123632402,0,Credit Card
123730025,1,Cash
123657514,0,Cash
123703972,0,Cash
123595794,0,Cash
123542891,0,Cash
123501345,0,Cash
123718178,0,Cash
123440629,0,Cash
123600262,0,Cash
123514373,0,Cash
123662135,0,Cash
123684439,0,Cash
123512661,0,Cash
123585627,0,Cash
123655579,0,Cash
123671407,0,Cash
123624426,0,Cash
123634686,1,Cash
123647121,0,Cash
123708522,0,Cash
123448373,0,Cash
123716356,0,Cash
123605440,0,Cash
123458121,0,Cash
123489789,0,Cash
123582156,0,Cash
123618763,0,Cash
123687380,0,Credit Card
123539865,0,Cash
123697888,1,Cash
123554464,1,Credit Card
123673911,0,Cash
123585151,0,Cash
123685199,0,Cash
123533410,0,Cash
123435050,0,Cash
123539052,0,Cash
123517636,0,Cash
123554603,0,Cash
123530095,0,Cash
123438522,0,Cash
123728525,0,Cash
123557868,0,Cash
123711844,0,Cash
123487812,0,Cash
123636996,0,Cash
123590124,0,Cash
123457587,0,Cash
123669503,0,Cash
123721217,0,Cash
123466505,0,Cash
123444994,0,Cash
123627282,0,Cash
123626606,1,Cash
123464883,0,Cash
123539498,1,Cash
123563088,0,Cash
123623277,0,Cash
123710644,0,Cash
123442487,0,Cash
123716511,0,Cash
123540196,0,Cash
123721766,0,Credit Card
123725011,0,Cash
123441336,0,Cash
123544221,0,Cash
123639596,0,Cash
123498069,0,Cash
123651728,0,Credit Card
123617502,0,Cash
123456300,0,Cash
123452905,1,Cash
123486743,0,Cash
123655470,0,Cash
123622362,0,Cash
123506401,0,Cash
123661248,0,Cash
123559091,0,Cash
123569263,0,Cash
123587895,0,Cash
123711993,0,Cash
123608480,1,Cash
123464603,0,Credit Card
123476836,0,Credit Card
123534190,0,Cash
123573460,0,Cash
123455315,0,Cash
123668597,0,Cash
123620619,0,Cash
123506467,0,Cash
123507286,0,Cash
123682060,0,Cash
123425302,0,Cash
123450655,0,Cash
123550678,0,Cash
123562937,0,Cash
123689485,0,Cash
123490893,1,Cash
123690364,0,Cash
123665709,0,Cash
123719614,1,Cash
123544270,0,Cash
123619366,0,Cash
123683383,0,Cash
123473205,0,Cash
123499766,0,Cash
123491184,0,Cash
123687167,0,Cash
123553172,0,Cash
123544984,1,Cash
123587242,0,Cash
123576757,0,Cash
123579034,0,Cash
123444514,0,Credit Card
123424389,0,Cash
123515400,0,Credit Card
123591888,0,Cash
123621222,0,Cash
123550275,0,Cash
123595200,0,Cash
123431052,0,Cash
123443773,0,Cash
123511284,0,Cash
123502233,0,Cash
123580851,0,Cash
123690104,0,Credit Card
123523029,0,Cash
123654775,0,Cash
123510527,0,Cash
123662150,0,Cash
123448768,0,Cash
123716002,0,Credit Card
123599958,0,Cash
123615275,0,Cash
123590327,0,Cash
123443990,0,Cash
123603430,0,Cash
123485621,0,Cash
123551279,0,Cash
123475752,0,Cash
123528975,0,Cash
123582374,0,Cash
123717515,0,Cash
123567092,0,Cash
123437496,0,Cash
123514418,0,Cash
123622884,0,Cash
123479129,0,Cash
123453670,0,Cash
123518771,0,Cash
123681400,0,Cash
123486361,0,Cash
123701548,0,Cash
123486408,0,Cash
123511095,0,Cash
123494313,0,Cash
123670009,0,Cash
123629932,0,Cash
