APPLICATION_NUMBER,TARGET
123653606,0.484413
123426606,0.057501975
123706422,0.35421893
123558243,0.12107169
123448262,0.81888354
123494318,0.22531219
123669804,0.2636995
123661583,0.40771124
123456374,0.5096334
123527398,0.15645625
123600782,0.24151817
123478512,0.16989987
123430958,0.07939537
123537263,0.36391217
123711391,0.29645708
123503814,0.26811993
123469011,0.19138777
123534978,0.46292615
123681868,0.46377242
123712840,0.23808698
123474125,0.11661735
123493723,0.27651837
123691512,0.29866776
123471444,0.39542773
123441298,0.19781327
123640642,0.33778223
123720059,0.3275375
123508323,0.2162338
123700011,0.37434682
123624255,0.36391217
123425353,0.2599788
123462911,0.28316844
123487817,0.1910776
123438657,0.18918753
123601255,0.18904589
123455172,0.24471697
123709155,0.2766299
123615925,0.5920524
123647878,0.35614204
123469019,0.18307287
123434673,0.17030166
123479976,0.7156934
123506959,0.67155296
123440175,0.3868688
123457026,0.1570136
123478003,0.22987705
123486193,0.5117161
123683704,0.35072047
123453538,0.3716333
123715220,0.38061112
123509934,0.03420081
123511309,0.36391217
123587136,0.18488438
123609909,0.19482356
123705868,0.64112407
123633564,0.39800045
123554329,0.3340555
123662908,0.21654145
123433420,0.15217453
123549973,0.3105586
123456391,0.2245388
123546370,0.15463233
123524053,0.26843825
123705650,0.35421893
123591013,0.09195929
123591312,0.36391217
123550785,0.26110572
123556346,0.4915249
123638861,0.12004225
123464217,0.3485352
123572481,0.35916477
123724081,0.36115506
123621544,0.38091674
123707075,0.27519998
123682107,0.86801964
123612962,0.36391217
123455230,0.09651278
123660417,0.25591105
123609582,0.32170805
123608894,0.22861005
123520124,0.0738606
123703047,0.67539847
123475249,0.07701607
123595387,0.36391217
123672280,0.14439186
123723658,0.50561726
123631591,0.06223636
123658219,0.36248308
123428162,0.2643223
123542079,0.3579976
123596945,0.618791
123459405,0.24171637
123485444,0.36391217
123715280,0.21788377
123560513,0.36391217
123438936,0.31247997
123698898,0.41918522
123461751,0.08271787
123545053,0.23762745
123519430,0.189888
123473150,0.18433978
123518003,0.24198055
123662028,0.09056819
123477904,0.36391217
123527077,0.480361
123725270,0.47504163
123603493,0.36391217
123478753,0.23569025
123690360,0.069959335
123496355,0.36391217
123625483,0.22116514
123619792,0.2521205
123607737,0.3407443
123577897,0.33263576
123575230,0.36391217
123556469,0.4775
123691771,0.23771493
123475884,0.3159909
123701584,0.53256506
123699132,0.52691895
123508337,0.34045935
123558729,0.20317708
123526897,0.13810404
123444326,0.14114827
123530204,0.45961934
123642620,0.12131472
123633933,0.0413404
123550797,0.05034849
123489757,0.32546815
123488934,0.14141795
123590228,0.16137017
123515211,0.10569697
123620010,0.06880881
123639773,0.10724419
123534685,0.2023553
123665358,0.33728808
123645734,0.23690866
123591840,0.51772225
123477979,0.3528858
123614905,0.16471429
123440013,0.3626315
123584161,0.08058678
123648274,0.463946
123462724,0.21081513
123467472,0.2701176
123715032,0.6635004
123620617,0.72101074
123678245,0.30541453
123725990,0.38327837
123475002,0.65602165
123522185,0.19753972
123673763,0.717463
123665527,0.50243205
123612679,0.36391217
123536116,0.19666485
123572206,0.20869505
123658449,0.3900456
123577486,0.64874977
123592179,0.22180039
123480858,0.2272926
123490324,0.19727486
123555496,0.11255391
123600213,0.55189407
123490065,0.4044839
123690978,0.36002517
123656633,0.16050978
123653010,0.48338127
123475847,0.43148735
123524651,0.13116625
123562983,0.2143128
123499893,0.31253344
123496884,0.18600304
123445911,0.36570254
123620567,0.36391217
123678398,0.51255083
123458452,0.18478553
123549665,0.42122787
123546803,0.44464818
123585979,0.2521205
123423773,0.3366163
123519346,0.5248701
123492747,0.65040755
123430763,0.12332622
123515819,0.22643556
123598408,0.34592333
123458519,0.27494058
123721700,0.5365286
123461922,0.3072782
123442916,0.3630802
123446360,0.7697267
123645699,0.3054107
123431831,0.0721469
123545117,0.21467507
123586094,0.36391217
123458724,0.6045102
123714974,0.28422952
123469641,0.59952974
123433146,0.19706054
123608224,0.36391217
123611602,0.37645924
123645846,0.74555993
123638898,0.19766892
123523834,0.14292777
123477184,0.20409127
123701013,0.35421893
123660512,0.35554665
123507240,0.6290417
123493827,0.5688711
123539954,0.0956467
123639696,0.17060599
123561499,0.50967807
123630906,0.6766878
123658475,0.36248308
123666778,0.35998404
123563904,0.29690585
123646683,0.5781123
123718331,0.26088646
123436470,0.4600857
123682328,0.26721454
123476242,0.18423232
123620203,0.16181907
123727331,0.09986117
123516719,0.2521205
123619414,0.2513396
123711624,0.3727208
123643144,0.21471184
123704777,0.10152781
123428949,0.6864903
123619120,0.14540006
123720209,0.23393732
123464370,0.37355086
123610739,0.13798262
123607088,0.36391217
123610124,0.62932676
123708444,0.19674405
123679824,0.18574518
123663812,0.0603218
123667937,0.41495296
123490210,0.490739
123706990,0.55086684
123567001,0.06849737
123603751,0.057920754
123460256,0.721049
123633822,0.079904556
123652211,0.2509572
123552648,0.36391217
123438663,0.43449005
123491815,0.09860858
123556391,0.28502902
123467958,0.36391217
123712024,0.3316121
123489171,0.06848662
123676166,0.24571857
123588011,0.13952096
123478034,0.4549085
123529865,0.07857436
123649852,0.54065084
123559394,0.16683833
123597364,0.59398806
123460643,0.36391217
123572195,0.052559264
123578933,0.31809425
123523107,0.049225226
123595466,0.22775449
123447257,0.44152948
123690258,0.5564668
123512495,0.6633789
123662329,0.061253563
123538886,0.26019824
123599559,0.075889826
123507969,0.51234615
123520763,0.2746079
123446458,0.24676023
123453427,0.44337064
123465414,0.49000412
123622370,0.11233094
123468186,0.48507974
123451195,0.70407134
123597232,0.19560121
123532462,0.20166463
123452847,0.059798893
123699846,0.16053776
123592927,0.31866437
123536337,0.15437824
123592321,0.16334237
123527442,0.073693044
123701734,0.16612342
123631371,0.26584774
123620399,0.24232839
123443157,0.36570254
123521415,0.11099185
123513457,0.18529086
123724637,0.1746876
123653871,0.08515759
123546628,0.22595726
123604139,0.71428484
123607130,0.0988693
123693789,0.18668407
123542856,0.2521205
123470855,0.18835655
123592962,0.21267049
123724306,0.08948421
123548258,0.3357652
123547908,0.2521205
123600565,0.09995019
123516190,0.3274381
123725483,0.36352313
123492681,0.03314608
123633248,0.28846473
123607964,0.14124809
123707562,0.14751926
123447645,0.27470914
123518355,0.36391217
123594927,0.29172632
123641680,0.11351849
123657066,0.42202824
123450324,0.36570254
123561773,0.27908513
123708650,0.14328443
123716997,0.37692422
123532776,0.38055965
123500722,0.114327796
123670666,0.21253482
123499774,0.100322925
123474253,0.36391217
123442337,0.3204481
123729289,0.35847044
123544646,0.13087042
123469162,0.405891
123450284,0.15997785
123513917,0.5881706
123686607,0.39523387
123591108,0.51925975
123669370,0.13596539
123502096,0.04050154
123632048,0.12203824
123607385,0.2244105
123512488,0.75102204
123444780,0.1849088
123579137,0.36391217
123643596,0.6644207
123682305,0.29103276
123687865,0.22634761
123670898,0.24571857
123687741,0.36574712
123506180,0.057202123
123657644,0.83132815
123608062,0.2230294
123684045,0.41230738
123721291,0.21363088
123554922,0.18832912
123452469,0.324547
123475929,0.37930754
123543060,0.313577
123508287,0.36391217
123674127,0.32842186
123467138,0.22391243
123725178,0.13329977
123574815,0.08229735
123468346,0.15892734
123634112,0.03586983
123699144,0.69359344
123556414,0.38037464
123713785,0.22254208
123526245,0.36391217
123600265,0.19199781
123631223,0.2642989
123458095,0.53050035
123575223,0.65924853
123685990,0.35072047
123504347,0.36391217
123434047,0.42167717
123471347,0.36391217
123562598,0.2521205
123441251,0.086173125
123668574,0.07626162
123641509,0.8138863
123700276,0.15316081
123726354,0.32835245
123605112,0.49710935
123702963,0.5273033
123616844,0.13448575
123570739,0.06463021
123606980,0.7851181
123614109,0.32867742
123671992,0.07571018
123698541,0.1357905
123426152,0.2183941
123445532,0.43103588
123510785,0.36391217
123641177,0.21624774
123577943,0.36391217
123682946,0.17052396
123701607,0.05481591
123573614,0.3359965
123517493,0.2823396
123582798,0.29868966
123679137,0.22438444
123463134,0.095974445
123503667,0.3379108
123528332,0.4574901
123724325,0.36352313
123636571,0.36248308
123447022,0.17757116
123674010,0.041971035
123557562,0.13223158
123705892,0.35421893
123521906,0.26930028
123429601,0.29636356
123648162,0.062995516
123634825,0.30466485
123485374,0.25850007
123602305,0.20451093
123456658,0.2515269
123644248,0.36753333
123540141,0.064331524
123717749,0.20917319
123640564,0.3508764
123597278,0.42834592
123431692,0.2974219
123563651,0.22056524
123711933,0.2922677
123574153,0.36391217
123461993,0.09325745
123707491,0.7753313
123485360,0.36391217
123658255,0.11184488
123612908,0.36391217
123720332,0.36115506
123529466,0.22202978
123494062,0.5668361
123711578,0.04799634
123430917,0.2692526
123457449,0.31586483
123427019,0.55901015
123440125,0.3370136
123473237,0.28979138
123615262,0.3084691
123499106,0.13352026
123649588,0.6540479
123445409,0.201175
123440251,0.3626315
123436647,0.79415697
123495661,0.36391217
123466070,0.5829189
123617905,0.46371084
123637214,0.36248308
123657789,0.10704416
123725793,0.1459645
123438873,0.06297123
123648672,0.26651806
123433986,0.3473092
123527147,0.29705924
123514396,0.27975497
123439275,0.3626315
123429410,0.0905275
123590009,0.2521205
123488863,0.36391217
123638131,0.12065576
123537063,0.46943986
123442778,0.42358518
123541252,0.13046166
123500801,0.36391217
123489017,0.2521205
123659798,0.08797973
123500887,0.37898389
123682605,0.3560229
123432106,0.09198902
123439307,0.3626315
123660854,0.2949217
123461143,0.36391217
123515714,0.28477705
123492244,0.64037544
123467884,0.36391217
123725204,0.17640774
123704184,0.4399692
123536438,0.16207199
123544356,0.2521205
123437215,0.3488657
123682961,0.18087995
123458097,0.03722038
123520288,0.37434587
123640781,0.26863956
123607878,0.45236707
123600831,0.1337181
123575911,0.06009648
123508074,0.20377967
123532130,0.12658739
123476441,0.40173286
123730435,0.62138444
123572083,0.5144092
123477842,0.14952648
123526570,0.037294954
123469706,0.28199962
123463961,0.2825598
123441347,0.12490936
123720173,0.20503825
123575448,0.09639116
123697458,0.37039402
123518800,0.631977
123572572,0.064239435
123677571,0.2871231
123424327,0.7398893
123626504,0.48405984
123627618,0.25374582
123724687,0.5820958
123553983,0.24812086
123604914,0.20521306
123508815,0.16441515
123597150,0.36391217
123486713,0.113201074
123665551,0.06007296
123587584,0.519244
123554522,0.6445919
123686935,0.101325065
123665915,0.02697843
123468590,0.3654249
123432942,0.30151385
123497874,0.16057149
123447860,0.36751992
123572491,0.36391217
123573095,0.22043675
123492666,0.17420922
123531484,0.20695202
123719307,0.17747907
123649682,0.08661479
123528146,0.103242375
123574127,0.55836266
123522243,0.05643101
123624468,0.18755566
123473999,0.22072835
123610760,0.071801215
123498613,0.060027942
123608635,0.100907475
123599588,0.062159542
123461149,0.18939914
123463538,0.36391217
123642951,0.2393457
123666685,0.35998404
123506811,0.13505742
123440012,0.24062566
123691394,0.36002517
123586228,0.36391217
123675377,0.3560229
123439683,0.3626315
123713386,0.019310411
123635966,0.3812851
123601602,0.1962224
123596932,0.22518858
123438678,0.31774402
123617006,0.05365794
123553800,0.0668263
123496825,0.34240267
123573577,0.09078011
123501291,0.4680199
123551992,0.2660836
123466105,0.34823143
123502690,0.3330328
123688100,0.3262836
123527967,0.05486888
123499554,0.36391217
123523761,0.52761
123529837,0.4728572
123648684,0.14359882
123427785,0.32245827
123480567,0.26299894
123649202,0.36248308
123706828,0.18352054
123704693,0.16015583
123633029,0.5486106
123528609,0.46338445
123434656,0.20557895
123718563,0.38639674
123713814,0.38153782
123433941,0.3473092
123470699,0.52660346
123703950,0.08461053
123568691,0.044296004
123630666,0.27645898
123454645,0.26256287
123464605,0.607034
123568787,0.36391217
123621162,0.30716565
123615006,0.496633
123675974,0.28551444
123500713,0.24592128
123513759,0.2521205
123618519,0.37989855
123442983,0.278086
123565896,0.14591053
123425118,0.48992342
123634696,0.0770772
123589952,0.08395073
123706119,0.35421893
123643739,0.36248308
123657347,0.21580791
123680993,0.24571857
123526273,0.36391217
123447677,0.36570254
123513228,0.05773086
123525716,0.692581
123490450,0.36391217
123643052,0.18290003
123607597,0.26529196
123674350,0.26119646
123442488,0.26526478
123426316,0.33339477
123520304,0.6074793
123641061,0.36248308
123571682,0.36391217
123601372,0.052835543
123689568,0.2809726
123603777,0.12027932
123434628,0.2387039
123475546,0.68463624
123508232,0.18952353
123571537,0.27374768
123642013,0.30377415
123428847,0.13794626
123436208,0.20700996
123571609,0.034754623
123440128,0.6353769
123509936,0.38153747
123643894,0.46276787
123723406,0.3520276
123474428,0.43720046
123548732,0.13661696
123548966,0.31132787
123575709,0.355189
123574199,0.1671978
123582270,0.051036887
123549387,0.09488553
123682055,0.05009775
123536395,0.36391217
123625855,0.23528118
123639479,0.34598294
123726997,0.11188315
123584103,0.2545559
123499537,0.41929582
123516800,0.36391217
123439620,0.5902913
123683572,0.51350516
123424217,0.12826061
123456737,0.6913946
123641986,0.20940122
123703354,0.49403676
123576099,0.23578793
123433558,0.09011163
123505052,0.32957682
123596245,0.36391217
123719493,0.38674694
123565361,0.39669445
123542869,0.2929343
123484242,0.50914973
123705629,0.029207535
123620923,0.11598364
123675816,0.06116177
123587795,0.15521386
123481609,0.23394346
123668405,0.1688912
123622817,0.48802263
123537942,0.18633868
123508378,0.20263849
123600823,0.31629857
123562706,0.24644688
123596079,0.36391217
123538295,0.19535708
123467533,0.65682423
123494751,0.27562934
123687218,0.59833246
123540273,0.23557074
123463801,0.14355488
123447627,0.3731832
123610360,0.08216546
123436235,0.4323896
123639622,0.36248308
123495439,0.4647413
123710966,0.28471223
123703687,0.02792466
123520487,0.041696854
123637408,0.36248308
123555934,0.2328374
123705619,0.16152135
123530187,0.36391217
123438342,0.27586406
123466445,0.21550857
123626131,0.43473098
123723087,0.36115506
123466077,0.3634572
123526853,0.36391217
123432960,0.21973112
123725660,0.50771326
123691766,0.36002517
123475050,0.10675378
123430152,0.15970412
123635857,0.0920674
123505985,0.36391217
123686109,0.18531214
123607870,0.20917304
123704350,0.23700318
123442427,0.5403332
123500345,0.18213701
123445710,0.46226203
123714006,0.5895677
123667517,0.35998404
123624904,0.54919654
123456873,0.46972263
123669059,0.14428413
123684993,0.41384965
123477171,0.33798626
123465255,0.22945362
123566530,0.36391217
123542776,0.045367334
123712219,0.1593147
123719334,0.36115506
123566652,0.36391217
123624318,0.47172344
123527621,0.082494065
123566512,0.2856522
123451704,0.5025907
123646788,0.2509572
123572162,0.36391217
123452687,0.3716333
123470585,0.17513996
123614215,0.41652262
123724789,0.21161573
123543829,0.28422922
123711961,0.34439301
123676940,0.2922701
123499517,0.49940735
123652672,0.21388127
123485986,0.09603599
123604030,0.60607994
123647708,0.36248308
123545927,0.2062468
123458220,0.45549574
123682389,0.519901
123594158,0.063891515
123474608,0.39820608
123494375,0.3569333
123477437,0.34275717
123662670,0.07759436
123543566,0.5119191
123590424,0.050266784
123603738,0.2227999
123700595,0.35421893
123729324,0.21987021
123614447,0.5826979
123662591,0.24892685
123687150,0.27785218
123544203,0.28085554
123495115,0.31955224
123690293,0.24976835
123437340,0.109847315
123679686,0.06828664
123471577,0.72271836
123668693,0.13555667
123581743,0.66294146
123456361,0.15994267
123626147,0.36391217
123491905,0.5947748
123515430,0.115365125
123655374,0.07306004
123578237,0.27253762
123631514,0.36391217
123670724,0.11214198
123484581,0.047574505
123677886,0.097297676
123607606,0.07002769
123489724,0.36391217
123520315,0.14818981
123590029,0.2583997
123520091,0.2081186
123674871,0.306557
123605228,0.10571876
123427542,0.2387039
123551075,0.2628554
123694572,0.28566653
123595792,0.36391217
123579059,0.2705986
123707754,0.35421893
123639663,0.053292397
123570733,0.25774696
123715035,0.3598209
123598747,0.37273765
123498358,0.48910668
123700374,0.35421893
123546141,0.36391217
123715001,0.06890967
123610817,0.36391217
123504008,0.37015605
123442277,0.5161411
123715727,0.3056689
123504346,0.2840789
123690783,0.46381602
123556168,0.71362823
123620152,0.16322102
123645015,0.35466215
123688411,0.47393897
123578988,0.16991334
123456316,0.3716333
123553570,0.4710821
123702231,0.24426152
123725996,0.06150088
123567398,0.14053409
123474643,0.71141964
123459476,0.3326885
123428021,0.31209925
123652374,0.2701029
123728158,0.16292873
123427574,0.3473092
123676498,0.096919775
123572704,0.28114823
123600230,0.2636106
123685027,0.07432486
123434228,0.39728925
123516989,0.07408982
123477696,0.03711949
123666147,0.08208318
123700728,0.3060464
123458590,0.45936164
123553070,0.2521205
123629772,0.03328109
123707478,0.35421893
123432391,0.25180325
123645147,0.17984188
123635311,0.21705095
123547674,0.06836231
123451340,0.60549146
123441366,0.05318291
123652600,0.32064644
123463241,0.36391217
123583371,0.2521205
123554440,0.5052714
123503741,0.74490386
123444425,0.36570254
123433352,0.4301906
123482483,0.16125211
123560529,0.36391217
123647509,0.36248308
123711495,0.5476229
123609322,0.123920016
123501251,0.10085546
123480693,0.061197508
123696114,0.23945175
123604272,0.049852375
123494709,0.8268756
123453040,0.3716333
123613801,0.6181442
123669071,0.3560229
123506358,0.36717957
123589213,0.038451478
123724628,0.11009185
123597574,0.33894035
123662044,0.20124647
123724040,0.30697736
123454246,0.707252
123464783,0.071380645
123588398,0.09111195
123620827,0.15421546
123490908,0.07300019
123586386,0.36391217
123588584,0.15266298
123563691,0.31765136
123502833,0.36617258
123429738,0.06263917
123666809,0.21260561
123610054,0.087048
123446607,0.3632161
123609266,0.1174011
123512471,0.2831108
123677441,0.13337724
123536758,0.14718804
123507912,0.062931485
123623230,0.16739814
123438566,0.0837757
123700737,0.032763347
123461492,0.16736653
123604444,0.36391217
123538002,0.24484548
123536785,0.2252237
123653052,0.082467705
123590946,0.2066794
123465781,0.34726584
123687685,0.1975986
123643100,0.6222856
123459208,0.36391217
123432002,0.41332448
123639004,0.54166734
123615168,0.36391217
123511883,0.36338705
123431049,0.21633515
123569329,0.4670655
123435175,0.18433127
123431734,0.18223764
123624744,0.44119555
123726474,0.36352313
123523737,0.38265577
123560658,0.28144664
123606839,0.22030446
123592095,0.15545954
123600422,0.7238673
123444681,0.3160953
123528474,0.36645636
123506149,0.34619245
123479065,0.22327928
123707803,0.23361026
123701292,0.35421893
123657928,0.457049
123436532,0.11355117
123438104,0.065077595
123458747,0.36391217
123723449,0.16762678
123598662,0.61561054
123607453,0.22628914
123467161,0.1523096
123493311,0.12214237
123544244,0.18376377
123727999,0.35224673
123697033,0.38725123
123585939,0.36391217
123718259,0.105937764
123688288,0.25773177
123696221,0.1071831
123592295,0.16918741
123681602,0.18128459
123508672,0.14753628
123636869,0.5549309
123476165,0.5695291
123658951,0.35226023
123705238,0.037770018
123460977,0.19067144
123668908,0.12978964
123616898,0.31002107
123485248,0.5385548
123602654,0.36391217
123655456,0.03603977
123693562,0.36002517
123594620,0.52718306
123451279,0.36570254
123492330,0.612903
123691678,0.12654974
123608749,0.37743467
123637714,0.3122951
123438524,0.18290508
123493934,0.13181904
123685580,0.066848114
123547094,0.2521205
123707687,0.5381776
123439469,0.48065135
123532972,0.3310766
123438472,0.41195393
123459265,0.36391217
123654043,0.061900873
123533383,0.2365023
123649770,0.24885735
123622936,0.36391217
123434153,0.25309336
123437498,0.063726686
123530161,0.47567028
123546321,0.6609073
123565416,0.2092007
123669708,0.1562397
123478654,0.30346313
123472222,0.2521205
123581038,0.36391217
123631738,0.36391217
123715022,0.115920804
123594135,0.36391217
123468412,0.16594656
123480449,0.5480303
123560970,0.13373478
123657730,0.10138306
123670448,0.503099
123437348,0.13528082
123473075,0.16024776
123714361,0.14792979
123660111,0.44267583
123520852,0.14712453
123703195,0.46377042
123564748,0.43915734
123660731,0.26104364
123642774,0.36248308
123543310,0.3840873
123439147,0.22554101
123506461,0.33249146
123469804,0.3543356
123585786,0.079333216
123477645,0.12904507
123524357,0.23003219
123535733,0.20642787
123599012,0.30216587
123490268,0.16337734
123670160,0.6027209
123651934,0.39229974
123471795,0.5716027
123705169,0.12168015
123459928,0.2521205
123517215,0.41139382
123444338,0.4525385
123560691,0.2864165
123472136,0.29584247
123550288,0.6237666
123595113,0.18253851
123563890,0.25928655
123713719,0.24151506
123676746,0.39656067
123491144,0.36391217
123573069,0.12195907
123662564,0.24811777
123523525,0.23917703
123509910,0.46567935
123608634,0.19989258
123638293,0.13086623
123567002,0.15846759
123683357,0.66611814
123641659,0.36248308
123593131,0.16031249
123603133,0.2521205
123643635,0.2923428
123424372,0.2420742
123681542,0.3137509
123558514,0.10980103
123660952,0.35998404
123656828,0.16497608
123439196,0.28496704
123653710,0.30013084
123699658,0.35421893
123425088,0.21343273
123611739,0.67816025
123529418,0.101201355
123699457,0.06610485
123703911,0.48319593
123650712,0.27472422
123730175,0.35847044
123617537,0.20951714
123567840,0.1890622
123455156,0.19168265
123579726,0.25167096
123645381,0.16915601
123604481,0.36391217
123470788,0.22071667
123543542,0.5149361
123504249,0.4885092
123517478,0.1484256
123706146,0.6147099
123449430,0.10250866
123672119,0.14879438
123461950,0.38335297
123591390,0.36391217
123561977,0.31691292
123556877,0.6131661
123728374,0.3143428
123469046,0.30709255
123559315,0.15647426
123634882,0.1642405
123526411,0.28461078
123688637,0.13917667
123588246,0.4772571
123493086,0.2203857
123568652,0.4413428
123686999,0.09896784
123456742,0.26576906
123455617,0.038988013
123694878,0.364021
123691008,0.3233388
123561481,0.36391217
123554205,0.067663796
123717779,0.19761248
123546897,0.29732955
123638886,0.40590036
123717305,0.7033129
123520373,0.093626775
123423695,0.44845474
123520210,0.16564414
123504502,0.18659987
123437401,0.05380957
123643758,0.243002
123426423,0.3473092
123600700,0.40950587
123430160,0.44742325
123471190,0.09597596
123714196,0.2344294
123606002,0.15764962
123717362,0.5958533
123485077,0.36391217
123523902,0.36391217
123646628,0.18705654
123534166,0.3424371
123425764,0.23870045
123704025,0.239828
123632813,0.36391217
123710674,0.18203287
123496747,0.36391217
123504798,0.19581813
123688022,0.36574712
123620108,0.052903093
123444498,0.36570254
123580903,0.25062916
123642843,0.2907064
123589037,0.35244605
123527278,0.14714545
123543009,0.42135495
123715394,0.45574033
123680351,0.2112785
123628171,0.21731883
123506492,0.16723607
123687083,0.36574712
123552487,0.21184698
123696070,0.13133068
123573486,0.3218121
123637301,0.36248308
123452265,0.71301854
123441299,0.080102555
123689152,0.16560186
123566707,0.31851482
123653879,0.58394396
123624730,0.22567049
123611317,0.3961903
123430341,0.28584597
123463466,0.5243513
123507981,0.09785003
123589012,0.042962354
123647065,0.06390345
123686568,0.20131107
123697880,0.09841357
123599175,0.103287
123615642,0.26406345
123499962,0.19234493
123581057,0.09569526
123677575,0.28929496
123581405,0.6272311
123602598,0.44472808
123723673,0.83835834
123534713,0.33466467
123707201,0.24426152
123685439,0.36811927
123681885,0.57544667
123706912,0.35421893
123632686,0.166311
123717755,0.36115506
123639710,0.36522675
123484823,0.30637378
123671480,0.3560229
123677818,0.28072494
123687785,0.36574712
123479843,0.36391217
123672718,0.3560229
123713600,0.07118721
123727032,0.15741625
123633980,0.519322
123687386,0.2397337
123424054,0.3473092
123458444,0.39911187
123630413,0.36391217
123442385,0.30209887
123694117,0.35845283
123695812,0.18719485
123616412,0.03618016
123489853,0.41592813
123579109,0.36391217
123514250,0.43665555
123541667,0.35993564
123717503,0.64188385
123534613,0.33932483
123729044,0.06620387
123553829,0.055019267
123604667,0.12169581
123599599,0.13869913
123499676,0.33422533
123652102,0.6067886
123597522,0.16829272
123609905,0.22572146
123531319,0.5157317
123590914,0.25587144
123695632,0.11935183
123672011,0.3560229
123674633,0.3560229
123432158,0.3473092
123694107,0.15978988
123640110,0.1937452
123577686,0.37916097
123624305,0.36391217
123554361,0.47341186
123594060,0.36391217
123646510,0.5151281
123663042,0.18488602
123700241,0.35421893
123692593,0.113818385
123706049,0.13661511
123718876,0.36115506
123550377,0.15061806
123557623,0.36603332
123592366,0.6218226
123563381,0.36391217
123550093,0.2317819
123507001,0.26814714
123658287,0.28550735
123488861,0.60150707
123659539,0.35998404
123651428,0.48322466
123542542,0.29315856
123453781,0.3716333
123478310,0.08857148
123579541,0.04034929
123436260,0.22502814
123429588,0.12777624
123567504,0.62970406
123723519,0.60418445
123500457,0.6179353
123472453,0.30680805
123519167,0.23548096
123671789,0.4110197
123663257,0.4368367
123688631,0.23121184
123677058,0.3560229
123577453,0.36391217
123629396,0.76311
123623259,0.36391217
123447438,0.034312982
123715884,0.19027576
123678134,0.23634297
123494096,0.05119639
123555140,0.2463398
123465476,0.36391217
123678558,0.050187476
123620344,0.019770544
123496018,0.085437104
123688520,0.15572384
123457749,0.3716333
123564489,0.11167957
123577124,0.041637763
123487665,0.36391217
123544271,0.25030133
123491748,0.36391217
123662372,0.27196044
123581341,0.44247064
123456154,0.15056
123537389,0.36391217
123671675,0.14319526
123633961,0.25468454
123650982,0.37264365
123594077,0.15729962
123576513,0.36391217
123607748,0.21546191
123669526,0.12001628
123559045,0.36391217
123623054,0.3669662
123481529,0.20740446
123646388,0.36248308
123514144,0.336181
123519310,0.20018464
123684187,0.35072047
123482608,0.32469013
123528921,0.17686346
123488995,0.1516765
123674625,0.6543169
123543121,0.37591666
123495844,0.34556684
123712973,0.124056585
123728026,0.79844075
123520906,0.25848505
123708850,0.5159369
123482953,0.114122175
123573594,0.33775145
123625437,0.079911776
123615914,0.41065568
123590782,0.36391217
123602206,0.026347077
123511949,0.054297417
123554386,0.16809615
123606326,0.30984184
123426883,0.15669271
123708167,0.14143914
123700854,0.12528129
123645536,0.2509572
123520967,0.20278189
123462371,0.2521205
123592498,0.2818005
123570976,0.23051526
123549719,0.2622011
123431132,0.69918233
123562799,0.36109364
123679724,0.35924187
123466352,0.47206965
123730700,0.25747913
123721962,0.40248713
123681140,0.212466
123547855,0.20276536
123719920,0.5777634
123670050,0.27828014
123502663,0.6423092
123506509,0.36391217
123697524,0.57935363
123657780,0.23412111
123533181,0.53029484
123687397,0.45545518
123486127,0.20231895
123464287,0.09231958
123710801,0.16234015
123490515,0.04419
123445037,0.33019626
123445112,0.52388215
123567064,0.1832414
123632419,0.36391217
123647830,0.16061436
123427363,0.39793792
123522069,0.14379497
123456152,0.3716333
123651597,0.5398558
123637816,0.509152
123555557,0.22327372
123610777,0.04708928
123634946,0.21617855
123659194,0.113518015
123458757,0.043709703
123704453,0.10202021
123449593,0.19618088
123709754,0.5598879
123541756,0.7444133
123676026,0.19814749
123715292,0.11290307
123613898,0.16202262
123664578,0.35905242
123672171,0.30396023
123537559,0.2551984
123453398,0.30367598
123565805,0.13773634
123452041,0.3966657
123562450,0.36391217
123670625,0.10241553
123551582,0.36391217
123498596,0.037753418
123652756,0.2035062
123452659,0.3716333
123602087,0.38902652
123473911,0.10462759
123631564,0.21938278
123634183,0.13636509
123623637,0.17082383
123468060,0.28396198
123483038,0.18801011
123468036,0.36391217
123561157,0.47622803
123577329,0.3532128
123523294,0.36391217
123472151,0.13441795
123571355,0.36391217
123427178,0.18432488
123582711,0.577742
123654750,0.25415543
123668504,0.35998404
123447051,0.46720064
123561430,0.36391217
123501757,0.30542928
123688138,0.11356935
123487757,0.3811461
123596211,0.17069015
123454479,0.46893305
123688749,0.854082
123554672,0.052592907
123603309,0.36391217
123565866,0.16063485
123713794,0.07399449
123452684,0.3716333
123470528,0.0397725
123678885,0.13570318
123602644,0.27306488
123455455,0.6760225
123464552,0.09888872
123543855,0.47693682
123443756,0.022785116
123506598,0.23661597
123489392,0.11248949
123631934,0.016560173
123730251,0.05728903
123590664,0.17835759
123725106,0.19449595
123675490,0.11019366
123726979,0.36352313
123464342,0.42677233
123563710,0.18699986
123595067,0.14026996
123515266,0.53849566
123696797,0.08701376
123455967,0.22296657
123626829,0.31128687
123582425,0.25047958
123698156,0.05312889
123499595,0.12228741
123714563,0.0989785
123618080,0.110876486
123563996,0.059407037
123585067,0.36391217
123723940,0.13191815
123671799,0.31772888
123660405,0.35998404
123705272,0.2238398
123594373,0.17741586
123709439,0.07738216
123608394,0.36391217
123426906,0.115863726
